id,login,display_name,type,broadcaster_type,description,profile_image_url,offline_image_url,view_count,created_at
31606651,ducksauce,Ducksauce,,partner,,https://static-cdn.jtvnw.net/jtv_user_pictures/25419543-487c-480f-b888-7ede8c3b2e08-profile_image-300x300.png,,23219845,2012-06-24T19:42:55.66814Z
24253450,capguntom,CapgunTom,,partner,,https://static-cdn.jtvnw.net/jtv_user_pictures/6ab7ea379fc53eb9-profile_image-300x300.png,,4448635,2011-08-21T12:50:21.950787Z
16689163,criken,Criken,,partner,Criken is a YouTuber turned Game Developer turned Twitch streamer turned busy guy. His approach to games could best be described as a bull performing surgery with a scalpel in a china shop. He makes and breaks the games he loves.,https://static-cdn.jtvnw.net/jtv_user_pictures/criken-profile_image-e0cceab3117a0aab-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/criken-channel_offline_image-14ca326b7cbcbf37-1920x1080.png,18171532,2010-10-16T21:57:22.198791Z
39154778,recrent,Recrent,,partner,Стример FPS и BR игр. Сейчас в основном стримлю CoD: Warzone. Раньше играл в PUBG за NaVi и другие коллективы,https://static-cdn.jtvnw.net/jtv_user_pictures/22fc463e-09b2-44cb-a503-bbcff6db06eb-profile_image-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/7e2d6096-bdb0-4426-86ac-40cebbb954b6-channel_offline_image-1920x1080.png,24463679,2013-01-08T16:53:52.060896Z
29825457,mistakelolz,mistakelolz,,partner,MiSTakE's Channel - about League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/mistakelolz-profile_image-20a165d5d9bb0dad-300x300.jpeg,,37608609,2012-04-16T06:17:53.650855Z
91433897,gunes,Gunes,,partner,2014 yılından beri kendi halinde mutlu mesut yayın yapan harika biri.,https://static-cdn.jtvnw.net/jtv_user_pictures/db9fa152-8bad-484c-93cd-98acc6d51239-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/d0e92149-1bbd-4493-ae85-b636a6c5c2f6-channel_offline_image-1920x1080.png,5780722,2015-05-19T11:05:00.440928Z
29900453,phreakstream,PhreakStream,,partner,I'm Phreak and I work on League of Legends,https://static-cdn.jtvnw.net/jtv_user_pictures/e836b95c-800d-4d59-839b-48538ce41a74-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/34a37d7c-fa56-4cf2-b221-b4606785f4ef-channel_offline_image-1920x1080.png,12715716,2012-04-19T23:51:42.237018Z
91526191,johnnyboi_i,JohnnyBoi_i,,partner,Rocket League commentator & content creator.,https://static-cdn.jtvnw.net/jtv_user_pictures/johnnyboi_i-profile_image-bf5274e88bcc1d65-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2aabcb0e-1180-4a7a-a023-8673c3c46911-channel_offline_image-1920x1080.png,6989385,2015-05-20T19:35:26.2328Z
60806516,mrmoonshouse,MrMoonsHouse,,partner,"Mr. Moon here, YouTuber with a taste for blood, have also been having some fun live streaming here on twitch. Follow me on some adventures!youtube.com/mrmoonshouse",https://static-cdn.jtvnw.net/jtv_user_pictures/mrmoonshouse-profile_image-11889a4030523d2d-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/mrmoonshouse-channel_offline_image-51911b8ff78af47f-1920x1080.png,7007015,2014-04-13T19:54:39.751241Z
21802540,versuta,VeRsuta,,partner,Красавец мужчина. Спортсмен и киберспортсмен. Пою и танцую. Рыгаю и анализирую. В основном стримлю DOTA2. Для рекламы versuta@live.ru либо vk.com/versuta,https://static-cdn.jtvnw.net/jtv_user_pictures/versuta-profile_image-425ce49fede0b8c9-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/18eddedd-37cf-47dd-bff2-a7f8ebe900cc-channel_offline_image-1920x1080.jpeg,113348394,2011-04-17T17:31:36.091604Z
21313349,hbomb94,HBomb94,,partner,6'9 powerhouse of pure muscle and masculinity,https://static-cdn.jtvnw.net/jtv_user_pictures/hbomb94-profile_image-fb6b3fde2f7a2b58-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/hbomb94-channel_offline_image-d629d12036f939ea-1920x1080.png,3426130,2011-03-24T01:39:39.07929Z
63000646,rdcgaming,RDCgaming,,partner,"Here at RDCgaming we do mainly fighting games and we have some pretty epic moments so we hope to make you guys laugh while we have fun playing awesome games.Check out our YouTube Channel called ""RDCworld1"". We do skits, reviews, vlogs, animation, and manga. So definitely go check it out.",https://static-cdn.jtvnw.net/jtv_user_pictures/bbaf4bd8860dc1a5-profile_image-300x300.jpeg,,1606091,2014-05-23T01:28:50.346708Z
62008472,chrismd10,chrismd10,,partner,Doing this YouTube thing. Don't have a real job.,https://static-cdn.jtvnw.net/jtv_user_pictures/chrismd10-profile_image-2484460d7c8bf68d-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/chrismd10-channel_offline_image-6b71602b3bb5b6bb-1920x1080.png,830717,2014-05-02T23:04:51.836381Z
20620820,anderzel,AnderZEL,,partner,The Viking and Derp King of Twitch,https://static-cdn.jtvnw.net/jtv_user_pictures/78e7e2bc-082e-40a7-9ea1-f6a2c25c9a95-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/0cdb48720cf37427-channel_offline_image-1920x1080.jpeg,13074035,2011-02-21T00:55:19.968027Z
37530941,dethridgecraft,DethridgeCraft,,partner,"Hi, my name is DethridgeCraft I've been streaming since 2012, and I've been a Twitch Partner since 2013. Here you can find good vibes, great conversation, and a passionate community of gamers. ",https://static-cdn.jtvnw.net/jtv_user_pictures/eb20fc01-c56e-4b47-975d-e7648cab2642-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/650b658b-df32-4190-bfd4-a95ef372ff1c-channel_offline_image-1920x1080.jpeg,14039843,2012-11-08T17:57:41.959094Z
24848220,jackfrags,JackFrags,,affiliate,http://www.youtube.com/jackfrags,https://static-cdn.jtvnw.net/jtv_user_pictures/a9b75706-b0d7-4f21-b0c3-4ab3126e2940-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/92ea3710-7485-42f0-b6a2-f1c689986b71-channel_offline_image-1920x1080.jpeg,3600660,2011-09-16T16:48:15.914642Z
99681838,arquel,ArQuel,,partner," Na imię ma Krzysztof, tak dali mu rodzice 26 lat temu. Jest często uśmiechniętym chłopcem dzięki powszechnie znanemu syntetycznemu narkotykowi - Yerba Mate. Klika w League of Legends na górnej alei, nigdy nie wpasowuje się w mete. Potocznie znany jako syn truskawkowego barona.",https://static-cdn.jtvnw.net/jtv_user_pictures/bf1c2571-eea3-4165-a73b-c37ad6c37a68-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/f2dbeb62-b7fa-43e3-ac6b-2e6da762fee1-channel_offline_image-1920x1080.png,32125633,2015-08-18T23:48:39.034133Z
45190616,fcsm_kefir,fcsm_kefir,,partner,Мой Youtube-канал - http://www.youtube.com/user/ultimatekefir,https://static-cdn.jtvnw.net/jtv_user_pictures/fcsm_kefir-profile_image-961268592b635c78-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/fcsm_kefir-channel_offline_image-31c296e49d11913e-1920x1080.png,11778920,2013-06-25T15:22:35.470597Z
55297839,firebat,Firebat,,partner,Just playing games,https://static-cdn.jtvnw.net/jtv_user_pictures/firebat-profile_image-ba5f20b7d717091d-300x300.jpeg,,14422456,2014-01-20T01:46:34.042565Z
97703217,gradeaundera,GradeAUnderA,,partner,GradeAUnderA's Twitch channel.Will most probably be boring as hell tbh. I can't talk non-stop and I can't act all lively and upbeat the entire time like most of these popular streamers do. And I don't want to try to do so either. COME SAY HI! :D,https://static-cdn.jtvnw.net/jtv_user_pictures/9c5e7eca-79f8-4570-a145-0ad29ebe90a6-profile_image-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/gradeaundera-channel_offline_image-96194f069fcdb0c3-1920x1080.png,1410812,2015-07-30T11:03:11.545144Z
55433748,lyndonfps,LyndonFPS,,partner,,https://static-cdn.jtvnw.net/jtv_user_pictures/lyndonfps-profile_image-7a5f1ffb20a9aca0-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/lyndonfps-channel_offline_image-e7a2ba34685c4930-1920x1080.png,11819146,2014-01-23T00:13:41.244861Z
11152602,teamsp00ky,TeamSp00ky,,partner,Team Spooky specializes in Streaming of Fighting Game Tournaments & Events.  http://teamspooky.com http://youtube.com/teamspooky,https://static-cdn.jtvnw.net/jtv_user_pictures/f1f65a0e-17f0-4ea9-9ba8-d4b7eca16f68-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/2803f429-c8e6-4ef3-a3e2-a607d9a09dc2-channel_offline_image-1920x1080.png,93058997,2010-03-17T18:10:26.812001Z
23962922,debitorlp,DebitorLP,,partner,"Hi ich bin Peter und mach hier so ein paar Sachen auf Twitch. Wenn es dir Spaß macht schau einfach zu und stelle dich im Chat vor, viel spaß!",https://static-cdn.jtvnw.net/jtv_user_pictures/3bcc4ef7-461a-4f3c-b212-35cd3fdf7128-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/305ec022-57a5-49c7-9483-79d95ec3789c-channel_offline_image-1920x1080.jpeg,8598142,2011-08-09T21:10:39.632016Z
29211549,zander,Zander,,partner,Moin Leute! ༼ つ ◕_◕ ༽つ,https://static-cdn.jtvnw.net/jtv_user_pictures/af97b052-6a0e-4c46-b71e-6797d393bfab-profile_image-300x300.png,https://static-cdn.jtvnw.net/jtv_user_pictures/185690b9-bde9-4616-a990-89ac6868796b-channel_offline_image-1920x1080.jpeg,12144974,2012-03-23T18:42:43.912201Z
68246485,unboxholics,Unboxholics,,partner,Unboxholics' Official Live Stream Channel,https://static-cdn.jtvnw.net/jtv_user_pictures/unboxholics-profile_image-7613c78b44855f23-300x300.jpeg,https://static-cdn.jtvnw.net/jtv_user_pictures/90c1d320-b90f-4edb-8581-771eff84688d-channel_offline_image-1920x1080.jpeg,9104355,2014-08-05T18:11:32.446428Z
